#block,ts,txcount
19760,1248010794,1
19761,1248011705,1
19762,1248012864,1
19763,1248013393,1
19764,1248015061,1
19765,1248015586,1
19766,1248017825,1
19767,1248018121,1
19768,1248020448,1
19769,1248022230,1
19770,1248022854,1
19771,1248024343,1
19772,1248024281,1
19773,1248025459,1
19774,1248026566,1
19775,1248026549,1
19776,1248027040,1
19777,1248028106,1
19778,1248030094,1
19779,1248031855,1
19780,1248032389,1
19781,1248032739,1
19782,1248033598,1
19783,1248034703,1
19784,1248035396,1
19785,1248036278,1
19786,1248037446,1
19787,1248039230,1
19788,1248039818,1
19789,1248041665,1
19790,1248042340,1
19791,1248043342,1
19792,1248043832,1
19793,1248044762,1
19794,1248045752,1
19795,1248047837,1
19796,1248050192,1
19797,1248052654,1
19798,1248054422,1
19799,1248056159,1
19800,1248057595,1
19801,1248057998,1
19802,1248059743,1
19803,1248062323,1
19804,1248063898,1
19805,1248064942,1
19806,1248065566,1
19807,1248066656,1
19808,1248067252,1
19809,1248067959,1
19810,1248068849,1
19811,1248070555,1
19812,1248072818,1
19813,1248072939,1
19814,1248075397,1
19815,1248076152,1
19816,1248076737,1
19817,1248078460,1
19818,1248079923,1
19819,1248079993,1
19820,1248080011,1
19821,1248080541,1
19822,1248082128,1
19823,1248083057,1
19824,1248083928,1
19825,1248084323,1
19826,1248084664,1
19827,1248086032,1
19828,1248087975,1
19829,1248089539,1
19830,1248089873,1
19831,1248091087,1
19832,1248091676,1
19833,1248093963,1
19834,1248094921,1
19835,1248095724,1
19836,1248097619,1
19837,1248099691,1
19838,1248101224,1
19839,1248101779,1
19840,1248102119,1
19841,1248103638,1
19842,1248104209,1
19843,1248105953,1
19844,1248105822,1
19845,1248108681,1
19846,1248109715,1
19847,1248110659,1
19848,1248111325,1
19849,1248111864,1
19850,1248112620,1
19851,1248112711,1
19852,1248113909,1
19853,1248115349,1
19854,1248117221,1
19855,1248119747,1
19856,1248122390,1
19857,1248123879,1
19858,1248123738,1
19859,1248126108,1
19860,1248128093,1
19861,1248129033,1
19862,1248129355,1
19863,1248130447,2
19864,1248132356,1
19865,1248134142,1
19866,1248135061,1
19867,1248136111,1
19868,1248136507,1
19869,1248137449,1
19870,1248139100,1
19871,1248139791,1
19872,1248140516,1
19873,1248141106,1
19874,1248141903,1
19875,1248143743,1
19876,1248143858,1
19877,1248145501,1
19878,1248147938,1
19879,1248149044,1
19880,1248149585,1
19881,1248151123,1
19882,1248152146,1
19883,1248152402,1
19884,1248154036,1
19885,1248153907,1
19886,1248154500,1
19887,1248155056,1
19888,1248155963,1
19889,1248157891,1
19890,1248159608,1
19891,1248160847,1
19892,1248161374,1
19893,1248161220,1
19894,1248162835,1
19895,1248164436,1
19896,1248164445,1
19897,1248167121,1
19898,1248167616,1
19899,1248168159,1
19900,1248169838,1
19901,1248169640,1
19902,1248172454,1
19903,1248173963,1
19904,1248175315,1
19905,1248176886,1
19906,1248179540,1
19907,1248180182,1
19908,1248180789,1
19909,1248180628,1
19910,1248182079,1
19911,1248183558,1
19912,1248185349,1
19913,1248186591,1
19914,1248187252,1
19915,1248187995,1
19916,1248189847,1
19917,1248190710,1
19918,1248192925,1
19919,1248193365,1
19920,1248195791,1
19921,1248196838,1
19922,1248197570,1
19923,1248197821,1
19924,1248199237,1
19925,1248199810,1
19926,1248200188,1
19927,1248201041,1
19928,1248201628,1
19929,1248201467,1
19930,1248203830,1
19931,1248205946,1
19932,1248206479,1
19933,1248207833,1
19934,1248208241,1
19935,1248208831,1
19936,1248210935,1
19937,1248212105,1
19938,1248213044,1
19939,1248213568,1
19940,1248214648,1
19941,1248214895,1
19942,1248215632,1
19943,1248216453,1
19944,1248217537,1
19945,1248218154,1
19946,1248218357,1
19947,1248220747,1
19948,1248222710,1
19949,1248223355,1
19950,1248223126,1
19951,1248230191,1
19952,1248231645,1
19953,1248233915,1
19954,1248234877,1
19955,1248235567,1
19956,1248237045,1
19957,1248237523,1
19958,1248237739,1
19959,1248238228,1
19960,1248239968,1
19961,1248239996,1
19962,1248242565,1
19963,1248244380,1
19964,1248245196,1
19965,1248247001,1
19966,1248246859,1
19967,1248247735,1
19968,1248249295,1
19969,1248250365,1
19970,1248251706,1
19971,1248253365,1
19972,1248253939,1
19973,1248254856,1
19974,1248256062,1
19975,1248258163,1
19976,1248259830,1
19977,1248265947,1
19978,1248269095,1
19979,1248269788,1
19980,1248270939,1
19981,1248270746,1
19982,1248271047,1
19983,1248271791,1
19984,1248272173,1
19985,1248272617,1
19986,1248275118,1
19987,1248275460,1
19988,1248277110,1
19989,1248278601,1
19990,1248280206,1
19991,1248281768,1
19992,1248283529,1
19993,1248284565,1
19994,1248285917,1
19995,1248287332,1
19996,1248287870,1
19997,1248288994,1
19998,1248290245,1
19999,1248291140,1
20000,1248291739,1
20001,1248291568,1
20002,1248292883,1
20003,1248293599,1
20004,1248294246,1
20005,1248295969,1
20006,1248296282,1
20007,1248297278,1
20008,1248307769,1
20009,1248310622,1
20010,1248312103,1
20011,1248314305,1
20012,1248317149,1
20013,1248317731,1
20014,1248319455,1
20015,1248321979,1
20016,1248322410,1
20017,1248322839,1
20018,1248323405,1
20019,1248323939,1
20020,1248325784,1
20021,1248327569,1
20022,1248329925,1
20023,1248330740,1
20024,1248330633,1
20025,1248330661,1
20026,1248333270,1
20027,1248334550,1
20028,1248335660,1
20029,1248336476,1
20030,1248337253,1
20031,1248338079,1
20032,1248338733,1
20033,1248339757,1
20034,1248342196,1
20035,1248342940,1
20036,1248344318,1
20037,1248344768,1
20038,1248346342,1
20039,1248347668,1
20040,1248350064,1
20041,1248350874,1
20042,1248350867,1
20043,1248353372,1
20044,1248354412,1
20045,1248356919,1
20046,1248357798,1
20047,1248358453,1
20048,1248360171,1
20049,1248361358,1
20050,1248361515,1
20051,1248362566,1
20052,1248364167,1
20053,1248365187,1
20054,1248366172,1
20055,1248367068,1
20056,1248367137,1
20057,1248367450,1
20058,1248368957,1
20059,1248369687,1
20060,1248372075,1
20061,1248373068,1
20062,1248375324,1
20063,1248377193,1
20064,1248379395,1
20065,1248379882,1
20066,1248382444,1
20067,1248382678,1
20068,1248383504,1
20069,1248383718,1
20070,1248384209,1
20071,1248386072,1
20072,1248385897,1
20073,1248386923,1
20074,1248387659,1
20075,1248388235,1
20076,1248388606,1
20077,1248389677,1
20078,1248390152,1
20079,1248390047,1
20080,1248391084,1
20081,1248392060,1
20082,1248392588,1
20083,1248393518,1
20084,1248394495,1
20085,1248395392,1
20086,1248395405,1
20087,1248395806,1
20088,1248397456,1
20089,1248398346,1
20090,1248398751,1
20091,1248399521,1
20092,1248400715,1
20093,1248402083,1
20094,1248403222,1
20095,1248403535,1
20096,1248404758,1
20097,1248406143,1
20098,1248407403,1
20099,1248408934,1
20100,1248410105,1
20101,1248410609,1
20102,1248412516,1
20103,1248414865,1
20104,1248416778,1
20105,1248418927,1
20106,1248419446,1
20107,1248420012,1
20108,1248421362,1
20109,1248422549,1
20110,1248424651,1
20111,1248427257,1
20112,1248429824,1
20113,1248430516,1
20114,1248432063,1
20115,1248432769,1
20116,1248433050,1
20117,1248434531,1
20118,1248437126,1
20119,1248439818,1
20120,1248440439,1
20121,1248442448,1
20122,1248442212,1
20123,1248443548,1
20124,1248444238,1
20125,1248446688,1
20126,1248447765,1
20127,1248449102,1
20128,1248450527,1
20129,1248451603,1
20130,1248453226,1
20131,1248453986,1
20132,1248455385,1
20133,1248456536,1
20134,1248457550,1
20135,1248458775,1
20136,1248459758,1
20137,1248459693,1
20138,1248460930,1
20139,1248461577,1
20140,1248461717,1
20141,1248462706,1
20142,1248463673,1
20143,1248465186,1
20144,1248467108,1
20145,1248468631,1
20146,1248469754,1
20147,1248471917,1
20148,1248472380,1
20149,1248473871,1
20150,1248474672,1
20151,1248475285,1
20152,1248475756,1
20153,1248476755,1
20154,1248476612,1
20155,1248477424,1
20156,1248478015,1
20157,1248480158,1
20158,1248480691,1
20159,1248481522,1
20160,1248481816,1
20161,1248482196,1
20162,1248484774,1
20163,1248486083,1
20164,1248486718,1
20165,1248487472,1
20166,1248492125,1
20167,1248494303,1
20168,1248495078,1
20169,1248495523,1
20170,1248496242,1
20171,1248498131,1
20172,1248498856,1
20173,1248499333,1
20174,1248501882,1
20175,1248501766,1
20176,1248503499,1
20177,1248504132,1
20178,1248504184,1
20179,1248506232,1
20180,1248507654,1
20181,1248508162,1
20182,1248510633,1
20183,1248512695,1
20184,1248513163,1
20185,1248513910,1
20186,1248514395,1
20187,1248526296,1
20188,1248534018,1
20189,1248594221,1
20190,1248606537,1
20191,1248613791,1
20192,1248614581,1
20193,1248616012,1
20194,1248616194,1
20195,1248616510,1
20196,1248618236,1
20197,1248618500,1
20198,1248624051,1
20199,1248625195,1
20200,1248626893,1
20201,1248629890,1
20202,1248634003,1
20203,1248641283,1
20204,1248643200,1
20205,1248644724,1
20206,1248645019,1
20207,1248648055,1
20208,1248648891,1
20209,1248652583,1
20210,1248655916,1
20211,1248658118,1
20212,1248659102,1
20213,1248660131,1
20214,1248662329,1
20215,1248663591,1
20216,1248663975,1
20217,1248665547,1
20218,1248666880,1
20219,1248667838,1
20220,1248668711,1
20221,1248669467,1
20222,1248670468,1
20223,1248673073,1
20224,1248674889,1
20225,1248674835,1
20226,1248677550,1
20227,1248677883,1
20228,1248678512,1
20229,1248678967,1
20230,1248680374,1
20231,1248680756,1
20232,1248683335,1
20233,1248685125,1
20234,1248686923,1
20235,1248687918,1
20236,1248688705,1
20237,1248689504,1
20238,1248689890,1
20239,1248690308,1
20240,1248691424,1
20241,1248692118,1
20242,1248694135,1
20243,1248694588,1
20244,1248695112,1
20245,1248696030,1
20246,1248697416,1
20247,1248697813,1
20248,1248698162,1
20249,1248698396,1
20250,1248698434,1
20251,1248699717,1
20252,1248702410,1
20253,1248704549,1
20254,1248705241,1
20255,1248706855,1
20256,1248707923,1
20257,1248709896,1
20258,1248711051,1
20259,1248712236,1
20260,1248712449,1
20261,1248714401,1
20262,1248715085,1
20263,1248716139,1
20264,1248717033,1
20265,1248717732,1
20266,1248719426,1
20267,1248721169,1
20268,1248721593,1
20269,1248723170,1
20270,1248723541,1
20271,1248724563,1
20272,1248725521,1
20273,1248726362,1
20274,1248728554,1
20275,1248729681,1
20276,1248731641,1
20277,1248732108,1
20278,1248732544,1
20279,1248734625,1
20280,1248734698,1
20281,1248735784,1
20282,1248736620,1
20283,1248739086,1
20284,1248741137,1
20285,1248742238,1
20286,1248742973,1
20287,1248743823,1
20288,1248743960,1
20289,1248745526,1
20290,1248747063,1
20291,1248748234,1
20292,1248749585,1
20293,1248749505,1
20294,1248750648,1
20295,1248751856,1
20296,1248752531,1
20297,1248754034,1
20298,1248756382,1
20299,1248758477,1
20300,1248759617,1
20301,1248763330,1
20302,1248767740,1
20303,1248768684,1
20304,1248776652,1
20305,1248782537,1
20306,1248782620,1
20307,1248787300,1
20308,1248796597,1
20309,1248797057,1
20310,1248805455,1
20311,1248808248,1
20312,1248809428,1
20313,1248810191,1
20314,1248810982,1
20315,1248812225,1
20316,1248812500,1
20317,1248813511,1
20318,1248814817,1
20319,1248816923,1
20320,1248818635,1
20321,1248819124,1
20322,1248819855,1
20323,1248820614,1
20324,1248823367,1
20325,1248838260,1
20326,1248838978,1
20327,1248845551,1
20328,1248846249,1
20329,1248848424,1
20330,1248849461,1
20331,1248850266,1
20332,1248856100,1
20333,1248864021,1
20334,1248870274,1
20335,1248872539,1
20336,1248875556,1
20337,1248875807,1
20338,1248877823,1
20339,1248887647,1
20340,1248888682,1
20341,1248890157,1
20342,1248892218,1
20343,1248902439,2
20344,1248912976,1
20345,1248916710,1
20346,1248921924,1
20347,1248928184,1
20348,1248928839,1
20349,1248958164,1
20350,1248959729,1
20351,1248969168,1
20352,1248971665,1
20353,1248971711,1
20354,1248976656,2
20355,1248976770,1
20356,1248984999,1
20357,1248996438,1
20358,1248998096,1
20359,1249005013,1
20360,1249006182,1
20361,1249016429,1
20362,1249018927,1
20363,1249023063,1
20364,1249053076,1
20365,1249057410,1
20366,1249059409,1
20367,1249062598,1
20368,1249064422,1
20369,1249066022,1
20370,1249067826,1
20371,1249071557,1
20372,1249073845,1
20373,1249076518,1
20374,1249081807,1
20375,1249083183,1
20376,1249090938,1
20377,1249094369,1
20378,1249096987,1
20379,1249101026,1
20380,1249101786,1
20381,1249108012,1
20382,1249109349,1
20383,1249113466,1
20384,1249131439,1
20385,1249131514,1
20386,1249133663,1
20387,1249133784,1
20388,1249137710,1
20389,1249141543,1
20390,1249150243,1
20391,1249153428,1
20392,1249153469,1
20393,1249153863,1
20394,1249156162,1
20395,1249159670,1
20396,1249160433,1
20397,1249160783,1
20398,1249162948,1
20399,1249163052,1
20400,1249165614,1
20401,1249166069,1
20402,1249166464,1
20403,1249167644,1
20404,1249172024,1
20405,1249183476,1
20406,1249183590,1
20407,1249187994,1
20408,1249190632,1
20409,1249192685,1
20410,1249194757,1
20411,1249201741,1
20412,1249205049,1
20413,1249207142,1
20414,1249211450,1
20415,1249214262,1
20416,1249215870,1
20417,1249225314,1
20418,1249234960,1
20419,1249235366,1
20420,1249236569,1
20421,1249244031,1
20422,1249244313,1
20423,1249246747,1
20424,1249252558,1
20425,1249255155,1
20426,1249256295,1
20427,1249265321,1
20428,1249265788,1
20429,1249269366,1
20430,1249270050,1
20431,1249274669,1
20432,1249305094,1
20433,1249307586,1
20434,1249307656,1
20435,1249320622,1
20436,1249330337,1
20437,1249333080,1
20438,1249340650,1
20439,1249353335,1
20440,1249355511,1
20441,1249356251,1
20442,1249358265,1
20443,1249359088,1
20444,1249361016,1
20445,1249361413,1
20446,1249362472,1
20447,1249364093,1
20448,1249364263,1
20449,1249364576,1
20450,1249364716,1
20451,1249365944,1
20452,1249366628,1
20453,1249367991,1
20454,1249369026,1
20455,1249369788,1
20456,1249371188,1
20457,1249371695,1
20458,1249371936,1
20459,1249373222,1
20460,1249374298,1
20461,1249375794,1
20462,1249376945,1
20463,1249377484,1
20464,1249377549,1
20465,1249379671,1
20466,1249380223,1
20467,1249380796,1
20468,1249381713,1
20469,1249382819,1
20470,1249382977,1
20471,1249385057,1
20472,1249385903,1
20473,1249386979,1
20474,1249388587,1
20475,1249389072,1
20476,1249390252,1
20477,1249391722,1
20478,1249392145,1
20479,1249392230,1
20480,1249394598,1
20481,1249394854,1
20482,1249395717,1
20483,1249395500,1
20484,1249396217,1
20485,1249397766,1
20486,1249400299,1
20487,1249402187,1
20488,1249403363,1
20489,1249404087,1
20490,1249406322,1
20491,1249408029,1
20492,1249409068,1
20493,1249409587,1
20494,1249411466,1
20495,1249411932,1
20496,1249412499,1
20497,1249414144,1
20498,1249415127,1
20499,1249416307,1
20500,1249416720,1
20501,1249417328,1
20502,1249417398,1
20503,1249417747,1
20504,1249417846,1
20505,1249418308,1
20506,1249418610,1
20507,1249418483,1
20508,1249419077,1
20509,1249420177,1
20510,1249422235,1
20511,1249423685,1
20512,1249425008,1
20513,1249426374,1
20514,1249426333,1
20515,1249426983,1
20516,1249428722,1
20517,1249429987,1
20518,1249429942,1
20519,1249430205,1
20520,1249430933,1
20521,1249431504,1
20522,1249431550,1
20523,1249432661,1
20524,1249432692,1
20525,1249433459,1
20526,1249433596,1
20527,1249433998,1
20528,1249434870,1
20529,1249435485,1
20530,1249436283,1
20531,1249438330,1
20532,1249440865,1
20533,1249443199,1
20534,1249444597,1
20535,1249446282,1
20536,1249446965,1
20537,1249448173,1
20538,1249450224,1
20539,1249451420,1
20540,1249451748,1
20541,1249452518,1
20542,1249452983,1
20543,1249452848,1
20544,1249453454,1
20545,1249453933,1
20546,1249454603,1
20547,1249456896,1
20548,1249457342,1
20549,1249459011,1
20550,1249459540,1
20551,1249461988,1
20552,1249463021,1
20553,1249463627,1
20554,1249464307,1
20555,1249465249,1
20556,1249466618,1
20557,1249466905,1
20558,1249466959,1
20559,1249468273,1
20560,1249469176,1
20561,1249470338,1
20562,1249472262,1
20563,1249472751,1
20564,1249474647,1
20565,1249474423,1
20566,1249477331,1
20567,1249477440,1
20568,1249478982,1
20569,1249480643,1
20570,1249480615,1
20571,1249481737,1
20572,1249482358,1
20573,1249483248,1
20574,1249483756,1
20575,1249484459,1
20576,1249485173,1
20577,1249486772,1
20578,1249487113,1
20579,1249488365,1
20580,1249490967,1
20581,1249492953,1
20582,1249494883,1
20583,1249495169,1
20584,1249495726,1
20585,1249497066,1
20586,1249498244,1
20587,1249499687,1
20588,1249500727,1
20589,1249501254,1
20590,1249502102,1
20591,1249502531,1
20592,1249503182,1
20593,1249503604,1
20594,1249506444,1
20595,1249506361,1
20596,1249506715,1
20597,1249507922,1
20598,1249508894,1
20599,1249509189,1
20600,1249510504,1
20601,1249513320,1
20602,1249513696,1
20603,1249514443,1
20604,1249515064,1
20605,1249515974,1
20606,1249516690,1
20607,1249516901,1
20608,1249518011,1
20609,1249518939,1
20610,1249519275,1
20611,1249519469,1
20612,1249521032,1
20613,1249521511,1
20614,1249522643,1
20615,1249523482,1
20616,1249524108,1
20617,1249524930,1
20618,1249525425,1
20619,1249526470,1
20620,1249527020,1
20621,1249527761,1
20622,1249528256,1
20623,1249530653,1
20624,1249530490,1
20625,1249530774,1
20626,1249531714,1
20627,1249532495,1
20628,1249534886,1
20629,1249534668,1
20630,1249536006,1
20631,1249536322,1
20632,1249538034,1
20633,1249538554,1
20634,1249539095,1
20635,1249539542,1
20636,1249541255,1
20637,1249541531,1
20638,1249541755,1
20639,1249543579,1
20640,1249545068,1
20641,1249546941,1
20642,1249547288,1
20643,1249549149,1
20644,1249549540,1
20645,1249549381,1
20646,1249550010,1
20647,1249549952,1
20648,1249551682,1
20649,1249553342,1
20650,1249554349,1
20651,1249555450,1
20652,1249555861,1
20653,1249556368,1
20654,1249557731,1
20655,1249559506,1
20656,1249559687,1
20657,1249561520,1
20658,1249562979,1
20659,1249565150,1
20660,1249565886,1
20661,1249566796,1
20662,1249567922,1
20663,1249567937,1
20664,1249569167,1
20665,1249570453,1
20666,1249570882,1
20667,1249570691,1
20668,1249571205,1
20669,1249571615,1
20670,1249572401,1
20671,1249572487,1
20672,1249573318,1
20673,1249573991,1
20674,1249575136,1
20675,1249577780,1
20676,1249577608,1
20677,1249580040,1
20678,1249580722,1
20679,1249580998,1
20680,1249582448,1
20681,1249583582,1
20682,1249583612,1
20683,1249584048,1
20684,1249585119,1
20685,1249587665,1
20686,1249588883,1
20687,1249589780,1
20688,1249590799,1
20689,1249593604,1
20690,1249594727,1
20691,1249597256,1
20692,1249597887,1
20693,1249600314,1
20694,1249601103,1
20695,1249602633,1
20696,1249603119,1
20697,1249604555,1
20698,1249604991,1
20699,1249605389,1
20700,1249607051,1
20701,1249607069,1
20702,1249608588,1
20703,1249610255,1
20704,1249610775,1
20705,1249612590,1
20706,1249614574,1
20707,1249614893,1
20708,1249615403,1
20709,1249616966,1
20710,1249619340,1
20711,1249620648,1
20712,1249622126,1
20713,1249622954,1
20714,1249623868,1
20715,1249624975,1
20716,1249626112,1
20717,1249626361,1
20718,1249626753,1
20719,1249629173,1
20720,1249629741,1
20721,1249630633,1
20722,1249630674,1
20723,1249631463,1
20724,1249632670,1
20725,1249634161,1
20726,1249636257,1
20727,1249636297,1
20728,1249639810,1
20729,1249640510,1
20730,1249643865,1
20731,1249644959,1
20732,1249647574,1
20733,1249648306,1
20734,1249650131,1
20735,1249650320,1
20736,1249650661,1
20737,1249651288,1
20738,1249651788,1
20739,1249652149,1
20740,1249654021,1
20741,1249654807,1
20742,1249655942,1
20743,1249658072,1
20744,1249658617,1
20745,1249659799,1
20746,1249661925,1
20747,1249662097,1
20748,1249663869,1
20749,1249665794,1
20750,1249666151,1
20751,1249667010,1
20752,1249667606,1
20753,1249668640,1
20754,1249668625,1
20755,1249669071,1
20756,1249670945,1
20757,1249671905,1
20758,1249672748,1
20759,1249673829,1
20760,1249674492,1
20761,1249675754,1
20762,1249677717,1
20763,1249678906,1
20764,1249680216,1
20765,1249681123,1
20766,1249682045,1
20767,1249683370,1
20768,1249683136,1
20769,1249683758,1
20770,1249684065,2
20771,1249685237,1
20772,1249686701,1
20773,1249687838,1
20774,1249688857,1
20775,1249689050,1
20776,1249689264,1
20777,1249690176,1
20778,1249692344,1
20779,1249694142,1
20780,1249694403,1
20781,1249694865,1
20782,1249695790,1
20783,1249698199,1
20784,1249700284,1
20785,1249700517,1
20786,1249701184,1
20787,1249701469,1
20788,1249702784,1
20789,1249703677,1
20790,1249703607,1
20791,1249704142,1
20792,1249704811,1
20793,1249705557,1
20794,1249706524,1
20795,1249708835,1
20796,1249709980,1
20797,1249712069,1
20798,1249714604,1
20799,1249714993,1
20800,1249715314,1
20801,1249717427,1
20802,1249718407,1
20803,1249720038,1
20804,1249722064,1
20805,1249721902,1
20806,1249722558,1
20807,1249723259,1
20808,1249724207,1
20809,1249724735,1
20810,1249725925,1
20811,1249726858,1
20812,1249727854,1
20813,1249728278,1
20814,1249728591,1
20815,1249729251,1
20816,1249731205,1
20817,1249732028,1
20818,1249733670,1
20819,1249734769,1
20820,1249736198,1
20821,1249737600,1
20822,1249737860,1
20823,1249738933,1
20824,1249739334,1
20825,1249739310,1
20826,1249741073,1
20827,1249743708,1
20828,1249745535,1
20829,1249747812,1
20830,1249747697,1
20831,1249747892,1
20832,1249750025,1
20833,1249751837,1
20834,1249751887,1
20835,1249753305,1
20836,1249753383,1
20837,1249755594,1
20838,1249755343,1
20839,1249756649,1
20840,1249757257,1
20841,1249759421,1
20842,1249759891,1
20843,1249760438,1
20844,1249761788,1
20845,1249761828,1
20846,1249762625,1
20847,1249763592,1
20848,1249763613,1
20849,1249765961,1
20850,1249767671,1
20851,1249767723,1
20852,1249770209,1
20853,1249771493,1
20854,1249772176,1
20855,1249772358,1
20856,1249774516,1
20857,1249776148,1
20858,1249777455,1
20859,1249777515,1
20860,1249778734,1
20861,1249780303,1
20862,1249780538,1
20863,1249781191,1
20864,1249783898,1
20865,1249786319,1
20866,1249787300,1
20867,1249787902,1
20868,1249788594,1
20869,1249789896,1
20870,1249790780,1
20871,1249790798,1
20872,1249792227,1
20873,1249793814,1
20874,1249794753,1
20875,1249794908,1
20876,1249795635,1
20877,1249796936,1
20878,1249797560,1
20879,1249797877,1
20880,1249798518,1
20881,1249800571,1
20882,1249801629,1
20883,1249802375,1
20884,1249802965,1
20885,1249804510,1
20886,1249805148,1
20887,1249805687,1
20888,1249806124,1
20889,1249806565,1
20890,1249806955,1
20891,1249807636,1
20892,1249808538,1
20893,1249809007,1
20894,1249810973,1
20895,1249810978,1
20896,1249811086,1
20897,1249811407,1
20898,1249812236,1
20899,1249812937,1
20900,1249812841,1
20901,1249814774,1
20902,1249815723,1
20903,1249815889,1
20904,1249817297,1
20905,1249817256,1
20906,1249817954,1
20907,1249819727,1
20908,1249820184,1
20909,1249820280,1
20910,1249820408,1
20911,1249821211,1
20912,1249821582,1
20913,1249822278,1
20914,1249823262,1
20915,1249824333,1
20916,1249825183,1
20917,1249825885,1
20918,1249827055,1
20919,1249827602,1
20920,1249827409,1
20921,1249828635,1
20922,1249829164,1
20923,1249829472,1
20924,1249831486,1
20925,1249831804,1
20926,1249833709,1
20927,1249834334,1
20928,1249834943,1
20929,1249837069,1
20930,1249837821,1
20931,1249837988,1
20932,1249838711,1
20933,1249839504,1
20934,1249840632,1
20935,1249842355,1
20936,1249843078,1
20937,1249842945,1
20938,1249843811,1
20939,1249844984,1
20940,1249846015,1
20941,1249846770,1
20942,1249847774,1
20943,1249848025,1
20944,1249848790,1
20945,1249849145,1
20946,1249849302,1
20947,1249850053,1
20948,1249850734,1
20949,1249852270,1
20950,1249853974,1
20951,1249854514,1
20952,1249855194,1
20953,1249856081,1
20954,1249857290,1
20955,1249858439,1
20956,1249859824,1
20957,1249862234,1
20958,1249862926,1
20959,1249865529,1
20960,1249868221,1
20961,1249869963,1
20962,1249870443,1
20963,1249871015,1
20964,1249871449,1
20965,1249871809,1
20966,1249872490,1
20967,1249872645,1
20968,1249873701,1
20969,1249874336,1
20970,1249876085,1
20971,1249876437,1
20972,1249878137,1
20973,1249879627,1
20974,1249880050,1
20975,1249880845,1
20976,1249881204,1
20977,1249881703,1
20978,1249883120,1
20979,1249883838,1
20980,1249885940,1
20981,1249885812,1
20982,1249887783,1
20983,1249888200,1
20984,1249888234,1
20985,1249890426,1
20986,1249891144,1
20987,1249892445,1
20988,1249893301,1
20989,1249895318,1
20990,1249897349,1
20991,1249899574,1
20992,1249900362,1
20993,1249900873,1
20994,1249902285,1
20995,1249904341,1
20996,1249904809,1
20997,1249905732,1
20998,1249907974,1
20999,1249908028,1
21000,1249908337,1
21001,1249910827,1
21002,1249911542,1
21003,1249913024,1
21004,1249915587,1
21005,1249915425,1
21006,1249917515,1
21007,1249918839,1
21008,1249920682,1
21009,1249921260,1
21010,1249923600,1
21011,1249923743,1
21012,1249924309,1
21013,1249925390,1
21014,1249925879,1
21015,1249926572,1
21016,1249926932,1
21017,1249929633,1
21018,1249931916,1
21019,1249933323,1
21020,1249934021,1
21021,1249935827,1
21022,1249936277,1
21023,1249937352,1
21024,1249939089,1
21025,1249939880,1
21026,1249940634,1
21027,1249942435,1
21028,1249943202,1
21029,1249944542,1
21030,1249945355,1
21031,1249947039,1
21032,1249948122,1
21033,1249950324,1
21034,1249951332,1
21035,1249952373,1
21036,1249952160,1
21037,1249952485,1
21038,1249954341,1
21039,1249955648,1
21040,1249958202,1
21041,1249958222,1
21042,1249960491,1
21043,1249963335,1
21044,1249965521,1
21045,1249965593,1
21046,1249967945,1
21047,1249968651,1
21048,1249968454,1
21049,1249970867,1
21050,1249973058,1
21051,1249975315,1
21052,1249976504,1
21053,1249977262,1
21054,1249978186,1
21055,1249980803,1
21056,1249982169,1
21057,1249983594,1
21058,1249984280,1
21059,1249984345,1
21060,1249985696,1
21061,1249986236,1
21062,1249988648,1
21063,1249988892,1
21064,1249990968,1
21065,1249991449,1
21066,1249992826,1
21067,1249993602,1
21068,1249995609,1
21069,1249995999,1
21070,1249998171,1
21071,1249999123,1
21072,1250001812,1
21073,1250002824,1
21074,1250003923,1
21075,1250004539,1
21076,1250005418,1
21077,1250006731,1
21078,1250006864,1
21079,1250008412,1
21080,1250009254,1
21081,1250009714,1
21082,1250010685,1
21083,1250012765,1
21084,1250015479,1
21085,1250017454,1
21086,1250019316,1
21087,1250019767,1
21088,1250021766,1
21089,1250022895,1
21090,1250024006,1
21091,1250024991,1
21092,1250025686,1
21093,1250026229,1
21094,1250026515,1
21095,1250027909,1
21096,1250028260,1
21097,1250029420,1
21098,1250030319,1
21099,1250031045,1
21100,1250032467,1
21101,1250033159,1
21102,1250034900,1
21103,1250035564,1
21104,1250037221,1
21105,1250037684,1
21106,1250039665,1
21107,1250041701,1
21108,1250042154,1
21109,1250043057,1
21110,1250045836,1
21111,1250047581,1
21112,1250048674,1
21113,1250049147,1
21114,1250049563,1
21115,1250050147,1
21116,1250050936,1
21117,1250051558,1
21118,1250051586,1
21119,1250052270,1
21120,1250052874,1
21121,1250054026,1
21122,1250055099,1
21123,1250056758,1
21124,1250059615,1
21125,1250060163,1
21126,1250060838,1
21127,1250063124,1
21128,1250065382,1
21129,1250065965,1
21130,1250066642,1
21131,1250068576,1
21132,1250070729,1
21133,1250072635,1
21134,1250076566,1
21135,1250077786,1
21136,1250079368,1
21137,1250081741,1
21138,1250082199,1
21139,1250084233,1
21140,1250084982,1
21141,1250087132,1
21142,1250089054,1
21143,1250090411,1
21144,1250091176,1
21145,1250091111,1
21146,1250092608,1
21147,1250092857,1
21148,1250094264,1
21149,1250096559,1
21150,1250099013,1
21151,1250100345,1
21152,1250102626,1
21153,1250103202,1
21154,1250104679,1
21155,1250106020,1
21156,1250107694,1
21157,1250109644,1
21158,1250111248,1
